timestamp,strategy_id,instrument_id,side,price,quantity,realized_pnl,commission
1762303835701346935,SimpleMarketMaker,294973,SELL,6774.50,1,0.00,2.17
1762303857504446787,SimpleMarketMaker,294973,BUY,6775.25,1,-37.50,2.17
1762303859431986325,SimpleMarketMaker,294973,SELL,6775.50,1,0.00,2.17
1762303860026141469,SimpleMarketMaker,294973,BUY,6775.00,1,25.00,2.17
1762303861796738141,SimpleMarketMaker,294973,SELL,6775.25,1,0.00,2.17
1762303863266164847,SimpleMarketMaker,294973,BUY,6775.00,1,12.50,2.17
1762303871538781251,SimpleMarketMaker,294973,SELL,6775.25,1,0.00,2.17
1762303875762332921,SimpleMarketMaker,294973,BUY,6775.50,1,-12.50,2.17
1762303876634573635,SimpleMarketMaker,294973,SELL,6775.75,1,0.00,2.17
1762303893346002225,SimpleMarketMaker,294973,BUY,6775.50,1,12.50,2.17
1762303904655618195,SimpleMarketMaker,294973,SELL,6775.25,1,0.00,2.17
1762303915568932497,SimpleMarketMaker,294973,BUY,6776.25,1,-50.00,2.17
1762303922862542763,SimpleMarketMaker,294973,SELL,6776.25,1,0.00,2.17
1762303926130012933,SimpleMarketMaker,294973,BUY,6775.75,1,25.00,2.17
1762303945631853393,SimpleMarketMaker,294973,BUY,6774.75,1,0.00,2.17
1762303945977180807,SimpleMarketMaker,294973,SELL,6774.75,1,0.00,2.17
1762303950344542831,SimpleMarketMaker,294973,SELL,6774.75,1,0.00,2.17
1762303956543698749,SimpleMarketMaker,294973,BUY,6774.25,1,25.00,2.17
1762303961945226555,SimpleMarketMaker,294973,SELL,6774.25,1,0.00,2.17
1762303969864845653,SimpleMarketMaker,294973,BUY,6774.25,1,0.00,2.17
1762303981915139647,SimpleMarketMaker,294973,SELL,6774.25,1,0.00,2.17
1762303988749265303,SimpleMarketMaker,294973,BUY,6774.00,1,12.50,2.17
1762303989933429511,SimpleMarketMaker,294973,SELL,6774.25,1,0.00,2.17
1762304009203616779,SimpleMarketMaker,294973,BUY,6774.25,1,0.00,2.17
1762304027169000261,SimpleMarketMaker,294973,SELL,6774.50,1,0.00,2.17
1762304032567571343,SimpleMarketMaker,294973,BUY,6774.25,1,12.50,2.17
1762304070257070271,SimpleMarketMaker,294973,SELL,6774.25,1,0.00,2.17
1762304071863100809,SimpleMarketMaker,294973,BUY,6774.00,1,12.50,2.17
1762304081602862265,SimpleMarketMaker,294973,SELL,6774.50,1,0.00,2.17
1762304090016143787,SimpleMarketMaker,294973,BUY,6774.75,1,-12.50,2.17
1762304093066884561,SimpleMarketMaker,294973,SELL,6775.25,1,0.00,2.17
1762304102367995067,SimpleMarketMaker,294973,SELL,6776.00,1,0.00,2.17
1762304103845661319,SimpleMarketMaker,294973,BUY,6776.50,1,-37.50,2.17
1762304104328363847,SimpleMarketMaker,294973,BUY,6776.00,1,-12.50,2.17
1762304108027988467,SimpleMarketMaker,294973,SELL,6775.75,1,0.00,2.17
1762304111741323571,SimpleMarketMaker,294973,BUY,6775.25,1,25.00,2.17
1762304115715244899,SimpleMarketMaker,294973,SELL,6775.75,1,0.00,2.17
1762304116316210795,SimpleMarketMaker,294973,BUY,6775.25,1,25.00,2.17
1762304119736826819,SimpleMarketMaker,294973,SELL,6775.75,1,0.00,2.17
1762304122848052687,SimpleMarketMaker,294973,BUY,6775.25,1,25.00,2.17
1762304152296533079,SimpleMarketMaker,294973,SELL,6774.00,1,0.00,2.17
1762304163827722499,SimpleMarketMaker,294973,BUY,6774.50,1,-25.00,2.17
1762304187071935287,SimpleMarketMaker,294973,SELL,6774.75,1,0.00,2.17
1762304209003853315,SimpleMarketMaker,294973,BUY,6773.75,1,50.00,2.17
1762304219429256679,SimpleMarketMaker,294973,BUY,6773.25,1,0.00,2.17
1762304222185330837,SimpleMarketMaker,294973,SELL,6773.75,1,25.00,2.17
1762304223133386721,SimpleMarketMaker,294973,SELL,6774.25,1,0.00,2.17
1762304267317554303,SimpleMarketMaker,294973,BUY,6774.50,1,-12.50,2.17
1762304283117284751,SimpleMarketMaker,294973,SELL,6774.75,1,0.00,2.17
1762304288498046503,SimpleMarketMaker,294973,BUY,6774.50,1,12.50,2.17
1762304299179873281,SimpleMarketMaker,294973,SELL,6774.25,1,0.00,2.17
1762304311871346273,SimpleMarketMaker,294973,BUY,6774.50,1,-12.50,2.17
1762304314804458163,SimpleMarketMaker,294973,SELL,6775.00,1,0.00,2.17
1762304328261398957,SimpleMarketMaker,294973,BUY,6774.00,1,50.00,2.17
1762304345182842293,SimpleMarketMaker,294973,SELL,6774.25,1,0.00,2.17
1762304358643017257,SimpleMarketMaker,294973,BUY,6773.25,1,50.00,2.17
1762304367194627187,SimpleMarketMaker,294973,SELL,6773.50,1,0.00,2.17
1762304367497256203,SimpleMarketMaker,294973,BUY,6773.25,1,12.50,2.17
1762304399021004529,SimpleMarketMaker,294973,SELL,6773.25,1,0.00,2.17
1762304400171626021,SimpleMarketMaker,294973,BUY,6773.00,1,12.50,2.17
1762304403626809681,SimpleMarketMaker,294973,SELL,6773.00,1,0.00,2.17
1762304406347137639,SimpleMarketMaker,294973,BUY,6772.50,1,25.00,2.17
1762304410465545069,SimpleMarketMaker,294973,SELL,6773.00,1,0.00,2.17
1762304412029163429,SimpleMarketMaker,294973,BUY,6772.75,1,12.50,2.17
1762304412348679159,SimpleMarketMaker,294973,SELL,6773.00,1,0.00,2.17
1762304412999959047,SimpleMarketMaker,294973,BUY,6772.75,1,12.50,2.17
1762304415073346767,SimpleMarketMaker,294973,BUY,6771.75,1,0.00,2.17
1762304415876909857,SimpleMarketMaker,294973,SELL,6772.00,1,12.50,2.17
1762304420673551153,SimpleMarketMaker,294973,BUY,6771.50,1,0.00,2.17
1762304424831224969,SimpleMarketMaker,294973,SELL,6771.25,1,-12.50,2.17
1762304433686071817,SimpleMarketMaker,294973,SELL,6771.75,1,0.00,2.17
1762304434289075017,SimpleMarketMaker,294973,BUY,6771.50,1,12.50,2.17
1762304441388794279,SimpleMarketMaker,294973,BUY,6770.75,1,0.00,2.17
1762304441661417029,SimpleMarketMaker,294973,SELL,6771.00,1,12.50,2.17
1762304447319674265,SimpleMarketMaker,294973,SELL,6771.25,1,0.00,2.17
1762304456863305287,SimpleMarketMaker,294973,BUY,6770.75,1,25.00,2.17
1762304478039946953,SimpleMarketMaker,294973,BUY,6768.00,1,0.00,2.17
1762304478259358431,SimpleMarketMaker,294973,SELL,6767.75,1,-12.50,2.17
1762304481832444245,SimpleMarketMaker,294973,SELL,6768.25,1,0.00,2.17
1762304490449913177,SimpleMarketMaker,294973,BUY,6768.25,1,0.00,2.17
1762304504928599023,SimpleMarketMaker,294973,SELL,6768.25,1,0.00,2.17
1762304506650541777,SimpleMarketMaker,294973,BUY,6767.75,1,25.00,2.17
1762304509243368525,SimpleMarketMaker,294973,SELL,6768.00,1,0.00,2.17
1762304510649131783,SimpleMarketMaker,294973,BUY,6767.75,1,12.50,2.17
1762304512671677885,SimpleMarketMaker,294973,SELL,6768.25,1,0.00,2.17
1762304516506885225,SimpleMarketMaker,294973,BUY,6768.25,1,0.00,2.17
1762304528589542039,SimpleMarketMaker,294973,SELL,6768.50,1,0.00,2.17
1762304541536822369,SimpleMarketMaker,294973,SELL,6769.50,1,0.00,2.17
1762304543262476239,SimpleMarketMaker,294973,BUY,6769.50,1,-25.00,2.17
1762304550575307933,SimpleMarketMaker,294973,BUY,6769.00,1,0.00,2.17
1762304558491976927,SimpleMarketMaker,294973,SELL,6769.50,1,0.00,2.17
1762304562420154727,SimpleMarketMaker,294973,BUY,6769.25,1,12.50,2.17
1762304564640869751,SimpleMarketMaker,294973,SELL,6769.50,1,0.00,2.17
1762304571159170153,SimpleMarketMaker,294973,BUY,6769.25,1,12.50,2.17
1762304576362637303,SimpleMarketMaker,294973,SELL,6769.50,1,0.00,2.17
1762304587812070297,SimpleMarketMaker,294973,BUY,6769.25,1,12.50,2.17
1762304589528676035,SimpleMarketMaker,294973,SELL,6769.25,1,0.00,2.17
1762304593099834125,SimpleMarketMaker,294973,BUY,6769.00,1,12.50,2.17
1762304641590886439,SimpleMarketMaker,294973,SELL,6768.50,1,0.00,2.17
1762304645882570307,SimpleMarketMaker,294973,BUY,6768.75,1,-12.50,2.17
1762304648284532215,SimpleMarketMaker,294973,BUY,6768.25,1,0.00,2.17
1762304649747906729,SimpleMarketMaker,294973,SELL,6767.75,1,-25.00,2.17
1762304652151897037,SimpleMarketMaker,294973,SELL,6768.00,1,0.00,2.17
1762304653792440573,SimpleMarketMaker,294973,BUY,6767.75,1,12.50,2.17
1762304669482366003,SimpleMarketMaker,294973,SELL,6768.00,1,0.00,2.17
1762304680315194661,SimpleMarketMaker,294973,BUY,6767.50,1,25.00,2.17
1762304689823748755,SimpleMarketMaker,294973,SELL,6767.50,1,0.00,2.17
1762304700342894997,SimpleMarketMaker,294973,BUY,6767.25,1,12.50,2.17
1762304709578071323,SimpleMarketMaker,294973,SELL,6767.25,1,0.00,2.17
1762304722204857481,SimpleMarketMaker,294973,BUY,6767.00,1,12.50,2.17
1762304742744596703,SimpleMarketMaker,294973,SELL,6763.50,1,0.00,2.17
1762304745918067489,SimpleMarketMaker,294973,BUY,6763.25,1,12.50,2.17
1762304748614383475,SimpleMarketMaker,294973,SELL,6763.75,1,0.00,2.17
1762304753165175849,SimpleMarketMaker,294973,BUY,6764.00,1,-12.50,2.17
1762304758011299325,SimpleMarketMaker,294973,SELL,6764.25,1,0.00,2.17
1762304760020572853,SimpleMarketMaker,294973,BUY,6764.00,1,12.50,2.17
1762304761390821439,SimpleMarketMaker,294973,SELL,6764.50,1,0.00,2.17
1762304770565142823,SimpleMarketMaker,294973,BUY,6765.25,1,-37.50,2.17
1762304778110031659,SimpleMarketMaker,294973,SELL,6765.00,1,0.00,2.17
1762304784356954439,SimpleMarketMaker,294973,BUY,6765.00,1,0.00,2.17
1762304792020808467,SimpleMarketMaker,294973,SELL,6765.50,1,0.00,2.17
1762304800843650439,SimpleMarketMaker,294973,BUY,6765.00,1,25.00,2.17
1762304806854536991,SimpleMarketMaker,294973,SELL,6764.75,1,0.00,2.17
1762304811543388663,SimpleMarketMaker,294973,BUY,6764.50,1,12.50,2.17
1762304819513928039,SimpleMarketMaker,294973,SELL,6764.50,1,0.00,2.17
1762304827874830273,SimpleMarketMaker,294973,BUY,6764.00,1,25.00,2.17
1762304839322214103,SimpleMarketMaker,294973,SELL,6764.00,1,0.00,2.17
1762304855881863621,SimpleMarketMaker,294973,BUY,6764.00,1,0.00,2.17
1762304862363621365,SimpleMarketMaker,294973,SELL,6764.00,1,0.00,2.17
1762304872362702457,SimpleMarketMaker,294973,BUY,6763.00,1,50.00,2.17
1762304872646189723,SimpleMarketMaker,294973,SELL,6762.75,1,0.00,2.17
1762304906045735483,SimpleMarketMaker,294973,BUY,6763.25,1,-25.00,2.17
1762304917248626023,SimpleMarketMaker,294973,SELL,6762.50,1,0.00,2.17
1762304941197681483,SimpleMarketMaker,294973,SELL,6763.50,1,0.00,2.17
1762304941434564171,SimpleMarketMaker,294973,BUY,6763.00,1,0.00,2.17
1762304947319477585,SimpleMarketMaker,294973,BUY,6762.50,1,25.00,2.17
1762304948260261499,SimpleMarketMaker,294973,SELL,6763.00,1,0.00,2.17
1762304951271373987,SimpleMarketMaker,294973,BUY,6762.75,1,12.50,2.17
1762304959100098587,SimpleMarketMaker,294973,SELL,6762.50,1,0.00,2.17
1762304973394415339,SimpleMarketMaker,294973,BUY,6762.50,1,0.00,2.17
1762304991650396963,SimpleMarketMaker,294973,SELL,6763.00,1,0.00,2.17
1762304994603317333,SimpleMarketMaker,294973,BUY,6762.75,1,12.50,2.17
1762304996067842887,SimpleMarketMaker,294973,SELL,6763.25,1,0.00,2.17
1762305004885668151,SimpleMarketMaker,294973,BUY,6764.50,1,-62.50,2.17
1762305015826936653,SimpleMarketMaker,294973,SELL,6764.00,1,0.00,2.17
1762305019670812743,SimpleMarketMaker,294973,BUY,6764.50,1,-25.00,2.17
1762305024026405687,SimpleMarketMaker,294973,SELL,6765.00,1,0.00,2.17
1762305024720484309,SimpleMarketMaker,294973,BUY,6764.75,1,12.50,2.17
1762305026500915541,SimpleMarketMaker,294973,SELL,6765.00,1,0.00,2.17
1762305029386291967,SimpleMarketMaker,294973,BUY,6764.75,1,12.50,2.17
1762305032928458379,SimpleMarketMaker,294973,SELL,6764.00,1,0.00,2.17
1762305035784318539,SimpleMarketMaker,294973,BUY,6763.50,1,25.00,2.17
1762305042658162907,SimpleMarketMaker,294973,SELL,6764.25,1,0.00,2.17
1762305047876276889,SimpleMarketMaker,294973,SELL,6766.00,1,0.00,2.17
1762305049479487771,SimpleMarketMaker,294973,BUY,6766.50,1,-62.50,2.17
1762305049864359917,SimpleMarketMaker,294973,BUY,6765.75,1,-25.00,2.17
1762305050906622359,SimpleMarketMaker,294973,SELL,6766.00,1,0.00,2.17
1762305060075028969,SimpleMarketMaker,294973,BUY,6766.50,1,-25.00,2.17
1762305061023055155,SimpleMarketMaker,294973,SELL,6766.75,1,0.00,2.17
1762305068852718975,SimpleMarketMaker,294973,BUY,6766.75,1,0.00,2.17
1762305074289824327,SimpleMarketMaker,294973,SELL,6767.00,1,0.00,2.17
1762305084495623405,SimpleMarketMaker,294973,BUY,6767.00,1,0.00,2.17
1762305086377798059,SimpleMarketMaker,294973,SELL,6767.00,1,0.00,2.17
1762305104012475373,SimpleMarketMaker,294973,BUY,6766.50,1,25.00,2.17
1762305112608804527,SimpleMarketMaker,294973,SELL,6767.00,1,0.00,2.17
1762305120958979341,SimpleMarketMaker,294973,BUY,6767.25,1,-12.50,2.17
1762305121301628133,SimpleMarketMaker,294973,SELL,6767.75,1,0.00,2.17
1762305123054814317,SimpleMarketMaker,294973,BUY,6767.25,1,25.00,2.17
1762305125043757757,SimpleMarketMaker,294973,SELL,6767.75,1,0.00,2.17
1762305128686205027,SimpleMarketMaker,294973,BUY,6767.25,1,25.00,2.17
1762305129874835829,SimpleMarketMaker,294973,SELL,6767.50,1,0.00,2.17
1762305142774231243,SimpleMarketMaker,294973,BUY,6768.50,1,-50.00,2.17
1762305144602956401,SimpleMarketMaker,294973,SELL,6769.00,1,0.00,2.17
1762305148354265341,SimpleMarketMaker,294973,BUY,6769.25,1,-12.50,2.17
1762305151025211071,SimpleMarketMaker,294973,SELL,6769.25,1,0.00,2.17
